Source: Wittgenstein Centre for Demography and Global Human Capital (2018). Wittgenstein Centre Data Explorer Version 2.0
Available at: www.wittgensteincentre.org/dataexplorer 

""
"Population Size by Broad Age (000's)"
"De facto population in a country or region, classified by sex and by broad age groups. Available by level of educational attainment, in all scenarios, and at all geographical scales. Figures are presented in thousands. <br><br> Source for 1950 to 2015: <a href=""http://esa.un.org/wpp/documentation/WPP%202010%20publications.htm"">UN Population Division, World Population Prospects 2017</a>"
"Multiple Scenarios"
" "
"Scenario","Area","Year","Age","Sex","Population"
"SSP2","Lao People's Democratic Republic",2050,"0--14","Male",950.4
"SSP2","Lao People's Democratic Republic",2100,"0--14","Male",550.8
"SSP2","Latvia",2015,"0--14","Male",154.5
"SSP2","Latvia",2020,"0--14","Male",154.2
"SSP2","Latvia",2030,"0--14","Male",129.5
"SSP2","Latvia",2050,"0--14","Male",112.9
"SSP2","Latvia",2100,"0--14","Male",102.6
"SSP2","Lebanon",2015,"0--14","Male",699.7
"SSP2","Lebanon",2020,"0--14","Male",699.1
"SSP2","Lebanon",2030,"0--14","Male",721.9
"SSP2","Lebanon",2050,"0--14","Male",585.8
"SSP2","Lebanon",2100,"0--14","Male",564.5
"SSP2","Lesotho",2015,"0--14","Male",389.9
"SSP2","Lesotho",2020,"0--14","Male",402.7
"SSP2","Lesotho",2030,"0--14","Male",396.2
"SSP2","Lesotho",2050,"0--14","Male",334.5
"SSP2","Lesotho",2100,"0--14","Male",180.8
"SSP2","Liberia",2015,"0--14","Male",973.6
"SSP2","Liberia",2020,"0--14","Male",1058.2
"SSP2","Liberia",2030,"0--14","Male",1158.6
"SSP2","Liberia",2050,"0--14","Male",1188.2
"SSP2","Liberia",2100,"0--14","Male",817.8
"SSP2","Libyan Arab Jamahiriya",2015,"0--14","Male",914.3
"SSP2","Libyan Arab Jamahiriya",2020,"0--14","Male",938.1
"SSP2","Libyan Arab Jamahiriya",2030,"0--14","Male",865.5
"SSP2","Libyan Arab Jamahiriya",2050,"0--14","Male",761.7
"SSP2","Libyan Arab Jamahiriya",2100,"0--14","Male",471.3
"SSP2","Lithuania",2015,"0--14","Male",219.2
"SSP2","Lithuania",2020,"0--14","Male",222.5
"SSP2","Lithuania",2030,"0--14","Male",209.1
"SSP2","Lithuania",2050,"0--14","Male",150.9
"SSP2","Lithuania",2100,"0--14","Male",100.1
"SSP2","Luxembourg",2015,"0--14","Male",47.6
"SSP2","Luxembourg",2020,"0--14","Male",50.4
"SSP2","Luxembourg",2030,"0--14","Male",56.2
"SSP2","Luxembourg",2050,"0--14","Male",62.6
"SSP2","Luxembourg",2100,"0--14","Male",81
"SSP2","Macao Special Administrative Region of China",2015,"0--14","Male",38.5
"SSP2","Macao Special Administrative Region of China",2020,"0--14","Male",47.1
"SSP2","Macao Special Administrative Region of China",2030,"0--14","Male",51.2
"SSP2","Macao Special Administrative Region of China",2050,"0--14","Male",47
"SSP2","Macao Special Administrative Region of China",2100,"0--14","Male",61.2
"SSP2","Madagascar",2015,"0--14","Male",5084.8
"SSP2","Madagascar",2020,"0--14","Male",5492.9
"SSP2","Madagascar",2030,"0--14","Male",6012.4
"SSP2","Madagascar",2050,"0--14","Male",6112.6
"SSP2","Madagascar",2100,"0--14","Male",4486.8
"SSP2","Malawi",2015,"0--14","Male",3951.6
"SSP2","Malawi",2020,"0--14","Male",4495.1
"SSP2","Malawi",2030,"0--14","Male",5661.1
"SSP2","Malawi",2050,"0--14","Male",7325.9
"SSP2","Malawi",2100,"0--14","Male",6299.1
"SSP2","Malaysia",2015,"0--14","Male",3945.4
"SSP2","Malaysia",2020,"0--14","Male",4052.1
"SSP2","Malaysia",2030,"0--14","Male",4432
"SSP2","Malaysia",2050,"0--14","Male",3972.1
"SSP2","Malaysia",2100,"0--14","Male",3117.2
"SSP2","Maldives",2015,"0--14","Male",50.3
"SSP2","Maldives",2020,"0--14","Male",56.2
"SSP2","Maldives",2030,"0--14","Male",51.7
"SSP2","Maldives",2050,"0--14","Male",42.2
"SSP2","Maldives",2100,"0--14","Male",27.2
"SSP2","Mali",2015,"0--14","Male",4255.9
"SSP2","Mali",2020,"0--14","Male",4741.6
"SSP2","Mali",2030,"0--14","Male",5354.9
"SSP2","Mali",2050,"0--14","Male",5788.1
"SSP2","Mali",2100,"0--14","Male",4242.3
"SSP2","Malta",2015,"0--14","Male",31.9
"SSP2","Malta",2020,"0--14","Male",32.6
"SSP2","Malta",2030,"0--14","Male",31.6
"SSP2","Malta",2050,"0--14","Male",25
"SSP2","Malta",2100,"0--14","Male",20.5
"SSP2","Martinique",2015,"0--14","Male",35.9
"SSP2","Martinique",2020,"0--14","Male",33.3
"SSP2","Martinique",2030,"0--14","Male",29.4
"SSP2","Martinique",2050,"0--14","Male",25.7
"SSP2","Martinique",2100,"0--14","Male",17.8
"SSP2","Mauritania",2015,"0--14","Male",855
"SSP2","Mauritania",2020,"0--14","Male",925.1
"SSP2","Mauritania",2030,"0--14","Male",959.1
"SSP2","Mauritania",2050,"0--14","Male",935.8
"SSP2","Mauritania",2100,"0--14","Male",672
"SSP2","Mauritius",2015,"0--14","Male",124.5
"SSP2","Mauritius",2020,"0--14","Male",109.8
"SSP2","Mauritius",2030,"0--14","Male",102.8
"SSP2","Mauritius",2050,"0--14","Male",80.3
"SSP2","Mauritius",2100,"0--14","Male",47.2
"SSP2","Mayotte",2015,"0--14","Male",50.7
"SSP2","Mayotte",2020,"0--14","Male",53.3
"SSP2","Mayotte",2030,"0--14","Male",54.5
"SSP2","Mayotte",2050,"0--14","Male",57.2
"SSP2","Mayotte",2100,"0--14","Male",45.9
"SSP2","Mexico",2015,"0--14","Male",17683.2
"SSP2","Mexico",2020,"0--14","Male",17511.5
"SSP2","Mexico",2030,"0--14","Male",16986.8
"SSP2","Mexico",2050,"0--14","Male",14412.1
"SSP2","Mexico",2100,"0--14","Male",7967.4
"SSP2","Micronesia (Federated States of)",2015,"0--14","Male",18.4
"SSP2","Micronesia (Federated States of)",2020,"0--14","Male",17.6
"SSP2","Micronesia (Federated States of)",2030,"0--14","Male",17
"SSP2","Micronesia (Federated States of)",2050,"0--14","Male",12
"SSP2","Micronesia (Federated States of)",2100,"0--14","Male",4.1
"SSP2","Mongolia",2015,"0--14","Male",433.3
"SSP2","Mongolia",2020,"0--14","Male",483.5
"SSP2","Mongolia",2030,"0--14","Male",442.5
"SSP2","Mongolia",2050,"0--14","Male",402.1
"SSP2","Mongolia",2100,"0--14","Male",246.7
"SSP2","Montenegro",2015,"0--14","Male",60.2
"SSP2","Montenegro",2020,"0--14","Male",57.6
"SSP2","Montenegro",2030,"0--14","Male",50.4
"SSP2","Montenegro",2050,"0--14","Male",41.8
"SSP2","Montenegro",2100,"0--14","Male",30.8
"SSP2","Morocco",2015,"0--14","Male",4936.1
"SSP2","Morocco",2020,"0--14","Male",5027
"SSP2","Morocco",2030,"0--14","Male",4572.6
"SSP2","Morocco",2050,"0--14","Male",3803.7
"SSP2","Morocco",2100,"0--14","Male",2088.3
"SSP2","Mozambique",2015,"0--14","Male",6358.8
"SSP2","Mozambique",2020,"0--14","Male",6881.1
"SSP2","Mozambique",2030,"0--14","Male",7206.2
"SSP2","Mozambique",2050,"0--14","Male",6958.6
"SSP2","Mozambique",2100,"0--14","Male",4988.5
"SSP2","Myanmar",2015,"0--14","Male",7349.6
"SSP2","Myanmar",2020,"0--14","Male",6848
"SSP2","Myanmar",2030,"0--14","Male",6117.2
"SSP2","Myanmar",2050,"0--14","Male",4682
"SSP2","Myanmar",2100,"0--14","Male",2885.4
"SSP2","Namibia",2015,"0--14","Male",450.4
"SSP2","Namibia",2020,"0--14","Male",484
"SSP2","Namibia",2030,"0--14","Male",494.5
"SSP2","Namibia",2050,"0--14","Male",442.1
"SSP2","Namibia",2100,"0--14","Male",292.7
"SSP2","Nepal",2015,"0--14","Male",4785.4
"SSP2","Nepal",2020,"0--14","Male",4580.7
"SSP2","Nepal",2030,"0--14","Male",4639
"SSP2","Nepal",2050,"0--14","Male",3892.5
"SSP2","Nepal",2100,"0--14","Male",2308
"SSP2","Netherlands",2015,"0--14","Male",1457.8
"SSP2","Netherlands",2020,"0--14","Male",1411.9
"SSP2","Netherlands",2030,"0--14","Male",1426.4
"SSP2","Netherlands",2050,"0--14","Male",1369.5
"SSP2","Netherlands",2100,"0--14","Male",1336.9
"SSP2","New Caledonia",2015,"0--14","Male",31.6
"SSP2","New Caledonia",2020,"0--14","Male",31.8
"SSP2","New Caledonia",2030,"0--14","Male",31.6
"SSP2","New Caledonia",2050,"0--14","Male",30.3
"SSP2","New Caledonia",2100,"0--14","Male",29.1
"SSP2","New Zealand",2015,"0--14","Male",473.3
"SSP2","New Zealand",2020,"0--14","Male",478.8
"SSP2","New Zealand",2030,"0--14","Male",474.4
"SSP2","New Zealand",2050,"0--14","Male",467.4
"SSP2","New Zealand",2100,"0--14","Male",466.5
"SSP2","Nicaragua",2015,"0--14","Male",938.1
"SSP2","Nicaragua",2020,"0--14","Male",926.9
"SSP2","Nicaragua",2030,"0--14","Male",871.3
"SSP2","Nicaragua",2050,"0--14","Male",706.2
"SSP2","Nicaragua",2100,"0--14","Male",321
"SSP2","Niger",2015,"0--14","Male",5095.7
"SSP2","Niger",2020,"0--14","Male",5999.1
"SSP2","Niger",2030,"0--14","Male",7839.6
"SSP2","Niger",2050,"0--14","Male",11735.6
"SSP2","Niger",2100,"0--14","Male",12213.6
"SSP2","Nigeria",2015,"0--14","Male",40843
"SSP2","Nigeria",2020,"0--14","Male",45323.2
"SSP2","Nigeria",2030,"0--14","Male",52474.5
"SSP2","Nigeria",2050,"0--14","Male",66886.4
"SSP2","Nigeria",2100,"0--14","Male",60707.3
"SSP2","Norway",2015,"0--14","Male",478.2
"SSP2","Norway",2020,"0--14","Male",493.2
"SSP2","Norway",2030,"0--14","Male",516.9
"SSP2","Norway",2050,"0--14","Male",539.4
"SSP2","Norway",2100,"0--14","Male",598.6
"SSP2","Occupied Palestinian Territory",2015,"0--14","Male",955.8
"SSP2","Occupied Palestinian Territory",2020,"0--14","Male",1034.8
"SSP2","Occupied Palestinian Territory",2030,"0--14","Male",1094.3
"SSP2","Occupied Palestinian Territory",2050,"0--14","Male",1025.7
"SSP2","Occupied Palestinian Territory",2100,"0--14","Male",572.1
"SSP2","Oman",2015,"0--14","Male",474.5
"SSP2","Oman",2020,"0--14","Male",561.7
"SSP2","Oman",2030,"0--14","Male",540.4
"SSP2","Oman",2050,"0--14","Male",469.4
"SSP2","Oman",2100,"0--14","Male",325.4
"SSP2","Pakistan",2015,"0--14","Male",34417.6
"SSP2","Pakistan",2020,"0--14","Male",36978.9
"SSP2","Pakistan",2030,"0--14","Male",38296
"SSP2","Pakistan",2050,"0--14","Male",37985.6
"SSP2","Pakistan",2100,"0--14","Male",26382.8
"SSP2","Panama",2015,"0--14","Male",564.2
"SSP2","Panama",2020,"0--14","Male",575
"SSP2","Panama",2030,"0--14","Male",554.9
"SSP2","Panama",2050,"0--14","Male",501
"SSP2","Panama",2100,"0--14","Male",333.8
"SSP2","Papua New Guinea",2015,"0--14","Male",1497.4
"SSP2","Papua New Guinea",2020,"0--14","Male",1543.5
"SSP2","Papua New Guinea",2030,"0--14","Male",1533.6
"SSP2","Papua New Guinea",2050,"0--14","Male",1432.9
"SSP2","Papua New Guinea",2100,"0--14","Male",979.1
"SSP2","Paraguay",2015,"0--14","Male",1019.6
"SSP2","Paraguay",2020,"0--14","Male",1030.2
"SSP2","Paraguay",2030,"0--14","Male",1025.2
"SSP2","Paraguay",2050,"0--14","Male",894.3
"SSP2","Paraguay",2100,"0--14","Male",525.2
"SSP2","Peru",2015,"0--14","Male",4468.9
"SSP2","Peru",2020,"0--14","Male",4499.4
"SSP2","Peru",2030,"0--14","Male",4271.4
"SSP2","Peru",2050,"0--14","Male",3696.5
"SSP2","Peru",2100,"0--14","Male",2152.5
"SSP2","Philippines",2015,"0--14","Male",16847.6
"SSP2","Philippines",2020,"0--14","Male",17200
"SSP2","Philippines",2030,"0--14","Male",17291.5
"SSP2","Philippines",2050,"0--14","Male",16059.7
"SSP2","Philippines",2100,"0--14","Male",10265.1
"SSP2","Poland",2015,"0--14","Male",2923.2
"SSP2","Poland",2020,"0--14","Male",2972.4
"SSP2","Poland",2030,"0--14","Male",2696.9
"SSP2","Poland",2050,"0--14","Male",2275.6
"SSP2","Poland",2100,"0--14","Male",1609.1
"SSP2","Portugal",2015,"0--14","Male",751.2
"SSP2","Portugal",2020,"0--14","Male",688.5
"SSP2","Portugal",2030,"0--14","Male",608.9
"SSP2","Portugal",2050,"0--14","Male",555.4
"SSP2","Portugal",2100,"0--14","Male",483.2
"SSP2","Puerto Rico",2015,"0--14","Male",356.1
"SSP2","Puerto Rico",2020,"0--14","Male",321.9
"SSP2","Puerto Rico",2030,"0--14","Male",280.4
"SSP2","Puerto Rico",2050,"0--14","Male",197.2
"SSP2","Puerto Rico",2100,"0--14","Male",108.4
"SSP2","Qatar",2015,"0--14","Male",176.2
"SSP2","Qatar",2020,"0--14","Male",208.6
"SSP2","Qatar",2030,"0--14","Male",211.8
"SSP2","Qatar",2050,"0--14","Male",226.9
"SSP2","Qatar",2100,"0--14","Male",232.9
"SSP2","Republic of Korea",2015,"0--14","Male",3651.7
"SSP2","Republic of Korea",2020,"0--14","Male",3482.1
"SSP2","Republic of Korea",2030,"0--14","Male",3357.7
"SSP2","Republic of Korea",2050,"0--14","Male",2517.6
"SSP2","Republic of Korea",2100,"0--14","Male",1758.6
"SSP2","Republic of Moldova",2015,"0--14","Male",329.5
"SSP2","Republic of Moldova",2020,"0--14","Male",336
"SSP2","Republic of Moldova",2030,"0--14","Male",300.1
"SSP2","Republic of Moldova",2050,"0--14","Male",230.1
"SSP2","Republic of Moldova",2100,"0--14","Male",159.8
"SSP2","Reunion",2015,"0--14","Male",106.5
"SSP2","Reunion",2020,"0--14","Male",102.8
"SSP2","Reunion",2030,"0--14","Male",99.8
"SSP2","Reunion",2050,"0--14","Male",93.9
"SSP2","Reunion",2100,"0--14","Male",75.3
"SSP2","Romania",2015,"0--14","Male",1573.3
"SSP2","Romania",2020,"0--14","Male",1482.2
"SSP2","Romania",2030,"0--14","Male",1227.9
"SSP2","Romania",2050,"0--14","Male",881.4
"SSP2","Romania",2100,"0--14","Male",405.9
"SSP2","Russian Federation",2015,"0--14","Male",12416.7
"SSP2","Russian Federation",2020,"0--14","Male",13079.9
"SSP2","Russian Federation",2030,"0--14","Male",11144.9
"SSP2","Russian Federation",2050,"0--14","Male",10439.3
"SSP2","Russian Federation",2100,"0--14","Male",9600.7
"SSP2","Rwanda",2015,"0--14","Male",2370.3
"SSP2","Rwanda",2020,"0--14","Male",2587.4
"SSP2","Rwanda",2030,"0--14","Male",2913.5
"SSP2","Rwanda",2050,"0--14","Male",3350.9
"SSP2","Rwanda",2100,"0--14","Male",2466.5
"SSP2","Saint Lucia",2015,"0--14","Male",17.7
"SSP2","Saint Lucia",2020,"0--14","Male",16.4
"SSP2","Saint Lucia",2030,"0--14","Male",15.6
"SSP2","Saint Lucia",2050,"0--14","Male",10.6
"SSP2","Saint Lucia",2100,"0--14","Male",4.9
"SSP2","Saint Vincent and the Grenadines",2015,"0--14","Male",13.6
"SSP2","Saint Vincent and the Grenadines",2020,"0--14","Male",12.5
"SSP2","Saint Vincent and the Grenadines",2030,"0--14","Male",10.2
"SSP2","Saint Vincent and the Grenadines",2050,"0--14","Male",6.1
"SSP2","Saint Vincent and the Grenadines",2100,"0--14","Male",1.1
"SSP2","Samoa",2015,"0--14","Male",37.4
"SSP2","Samoa",2020,"0--14","Male",35.8
"SSP2","Samoa",2030,"0--14","Male",29.5
"SSP2","Samoa",2050,"0--14","Male",22.5
"SSP2","Samoa",2100,"0--14","Male",4.6
"SSP2","Sao Tome and Principe",2015,"0--14","Male",42.8
"SSP2","Sao Tome and Principe",2020,"0--14","Male",43.9
"SSP2","Sao Tome and Principe",2030,"0--14","Male",41.9
"SSP2","Sao Tome and Principe",2050,"0--14","Male",36
"SSP2","Sao Tome and Principe",2100,"0--14","Male",18.5
"SSP2","Saudi Arabia",2015,"0--14","Male",4164.2
"SSP2","Saudi Arabia",2020,"0--14","Male",4521.7
"SSP2","Saudi Arabia",2030,"0--14","Male",4518.4
"SSP2","Saudi Arabia",2050,"0--14","Male",4324
"SSP2","Saudi Arabia",2100,"0--14","Male",3144.1
"SSP2","Senegal",2015,"0--14","Male",3263.9
"SSP2","Senegal",2020,"0--14","Male",3632.1
"SSP2","Senegal",2030,"0--14","Male",3933.8
"SSP2","Senegal",2050,"0--14","Male",4151.5
"SSP2","Senegal",2100,"0--14","Male",3162.7
"SSP2","Serbia",2015,"0--14","Male",756.3
"SSP2","Serbia",2020,"0--14","Male",713.6
"SSP2","Serbia",2030,"0--14","Male",643.1
"SSP2","Serbia",2050,"0--14","Male",494.8
"SSP2","Serbia",2100,"0--14","Male",294.7
"SSP2","Seychelles",2015,"0--14","Male",10.3
"SSP2","Seychelles",2020,"0--14","Male",11.1
"SSP2","Seychelles",2030,"0--14","Male",10
"SSP2","Seychelles",2050,"0--14","Male",8.9
"SSP2","Seychelles",2100,"0--14","Male",6
"SSP2","Sierra Leone",2015,"0--14","Male",1544.4
"SSP2","Sierra Leone",2020,"0--14","Male",1638.9
"SSP2","Sierra Leone",2030,"0--14","Male",1723.9
"SSP2","Sierra Leone",2050,"0--14","Male",1625.8
"SSP2","Sierra Leone",2100,"0--14","Male",992.7
"SSP2","Singapore",2015,"0--14","Male",438.8
"SSP2","Singapore",2020,"0--14","Male",425.8
"SSP2","Singapore",2030,"0--14","Male",447.5
"SSP2","Singapore",2050,"0--14","Male",456.7
"SSP2","Singapore",2100,"0--14","Male",545.1
"SSP2","Slovakia",2015,"0--14","Male",425.7
"SSP2","Slovakia",2020,"0--14","Male",432.7
"SSP2","Slovakia",2030,"0--14","Male",401.3
"SSP2","Slovakia",2050,"0--14","Male",337.6
"SSP2","Slovakia",2100,"0--14","Male",256.1
"SSP2","Slovenia",2015,"0--14","Male",156.9
"SSP2","Slovenia",2020,"0--14","Male",164
"SSP2","Slovenia",2030,"0--14","Male",149
"SSP2","Slovenia",2050,"0--14","Male",147.6
"SSP2","Slovenia",2100,"0--14","Male",145.9
"SSP2","Solomon Islands",2015,"0--14","Male",119.9
"SSP2","Solomon Islands",2020,"0--14","Male",124.5
"SSP2","Solomon Islands",2030,"0--14","Male",124.5
"SSP2","Solomon Islands",2050,"0--14","Male",121.3
"SSP2","Solomon Islands",2100,"0--14","Male",85.5
"SSP2","Somalia",2015,"0--14","Male",3264.8
"SSP2","Somalia",2020,"0--14","Male",3706.7
"SSP2","Somalia",2030,"0--14","Male",4365
"SSP2","Somalia",2050,"0--14","Male",4838.3
"SSP2","Somalia",2100,"0--14","Male",3514.6
"SSP2","South Africa",2015,"0--14","Male",8178.8
"SSP2","South Africa",2020,"0--14","Male",8369.1
"SSP2","South Africa",2030,"0--14","Male",8148.2
"SSP2","South Africa",2050,"0--14","Male",7439.5
"SSP2","South Africa",2100,"0--14","Male",5278.2
"SSP2","South Sudan",2015,"0--14","Male",2532.4
"SSP2","South Sudan",2020,"0--14","Male",2846.1
"SSP2","South Sudan",2030,"0--14","Male",3455.8
"SSP2","South Sudan",2050,"0--14","Male",4006.6
"SSP2","South Sudan",2100,"0--14","Male",3736.7
"SSP2","Spain",2015,"0--14","Male",3562.2
"SSP2","Spain",2020,"0--14","Male",3433.9
"SSP2","Spain",2030,"0--14","Male",2959
"SSP2","Spain",2050,"0--14","Male",3165.5
"SSP2","Spain",2100,"0--14","Male",3222.3
"SSP2","Sri Lanka",2015,"0--14","Male",2564.1
"SSP2","Sri Lanka",2020,"0--14","Male",2476.4
"SSP2","Sri Lanka",2030,"0--14","Male",2218.8
"SSP2","Sri Lanka",2050,"0--14","Male",1917.3
"SSP2","Sri Lanka",2100,"0--14","Male",1007.1
"SSP2","Sudan",2015,"0--14","Male",8142.8
"SSP2","Sudan",2020,"0--14","Male",8694
"SSP2","Sudan",2030,"0--14","Male",9397.3
"SSP2","Sudan",2050,"0--14","Male",9647.8
"SSP2","Sudan",2100,"0--14","Male",6773.4
"SSP2","Suriname",2015,"0--14","Male",77.1
"SSP2","Suriname",2020,"0--14","Male",75.2
"SSP2","Suriname",2030,"0--14","Male",68.2
"SSP2","Suriname",2050,"0--14","Male",53.9
"SSP2","Suriname",2100,"0--14","Male",23.6
"SSP2","Swaziland",2015,"0--14","Male",249.4
"SSP2","Swaziland",2020,"0--14","Male",260.1
"SSP2","Swaziland",2030,"0--14","Male",254.4
"SSP2","Swaziland",2050,"0--14","Male",228.6
"SSP2","Swaziland",2100,"0--14","Male",136.1
"SSP2","Sweden",2015,"0--14","Male",867.4
"SSP2","Sweden",2020,"0--14","Male",924.4
"SSP2","Sweden",2030,"0--14","Male",962.9
"SSP2","Sweden",2050,"0--14","Male",1007.9
"SSP2","Sweden",2100,"0--14","Male",1140.5
"SSP2","Switzerland",2015,"0--14","Male",631.5
"SSP2","Switzerland",2020,"0--14","Male",668.2
"SSP2","Switzerland",2030,"0--14","Male",705.8
"SSP2","Switzerland",2050,"0--14","Male",712
"SSP2","Switzerland",2100,"0--14","Male",848.5
"SSP2","Syrian Arab Republic",2015,"0--14","Male",3656.3
"SSP2","Syrian Arab Republic",2020,"0--14","Male",3370.6
"SSP2","Syrian Arab Republic",2030,"0--14","Male",3004.2
"SSP2","Syrian Arab Republic",2050,"0--14","Male",2653.8
"SSP2","Syrian Arab Republic",2100,"0--14","Male",1225.6
"SSP2","Taiwan Province of China",2015,"0--14","Male",1686.9
"SSP2","Taiwan Province of China",2020,"0--14","Male",1551.8
"SSP2","Taiwan Province of China",2030,"0--14","Male",1435.6
"SSP2","Taiwan Province of China",2050,"0--14","Male",1060
"SSP2","Taiwan Province of China",2100,"0--14","Male",730.7
"SSP2","Tajikistan",2015,"0--14","Male",1541.1
"SSP2","Tajikistan",2020,"0--14","Male",1674.9
"SSP2","Tajikistan",2030,"0--14","Male",1618
"SSP2","Tajikistan",2050,"0--14","Male",1470.6
"SSP2","Tajikistan",2100,"0--14","Male",837
"SSP2","Thailand",2015,"0--14","Male",6348.9
"SSP2","Thailand",2020,"0--14","Male",5936.7
"SSP2","Thailand",2030,"0--14","Male",5242.8
"SSP2","Thailand",2050,"0--14","Male",4149
"SSP2","Thailand",2100,"0--14","Male",3172.8
"SSP2","The former Yugoslav Republic of Macedonia",2015,"0--14","Male",179.8
"SSP2","The former Yugoslav Republic of Macedonia",2020,"0--14","Male",172.5
"SSP2","The former Yugoslav Republic of Macedonia",2030,"0--14","Male",156.7
"SSP2","The former Yugoslav Republic of Macedonia",2050,"0--14","Male",115.1
"SSP2","The former Yugoslav Republic of Macedonia",2100,"0--14","Male",70.2
"SSP2","Timor-Leste",2015,"0--14","Male",278.5
"SSP2","Timor-Leste",2020,"0--14","Male",308.8
"SSP2","Timor-Leste",2030,"0--14","Male",370.4
"SSP2","Timor-Leste",2050,"0--14","Male",408.6
"SSP2","Timor-Leste",2100,"0--14","Male",255.8
"SSP2","Togo",2015,"0--14","Male",1562.9
"SSP2","Togo",2020,"0--14","Male",1660.7
"SSP2","Togo",2030,"0--14","Male",1673.1
"SSP2","Togo",2050,"0--14","Male",1589.8
"SSP2","Togo",2100,"0--14","Male",1119.3
"SSP2","Tonga",2015,"0--14","Male",20.2
"SSP2","Tonga",2020,"0--14","Male",18.7
"SSP2","Tonga",2030,"0--14","Male",15.3
"SSP2","Tonga",2050,"0--14","Male",11.9
"SSP2","Tonga",2100,"0--14","Male",2.5
"SSP2","Trinidad and Tobago",2015,"0--14","Male",143.3
"SSP2","Trinidad and Tobago",2020,"0--14","Male",137.7
"SSP2","Trinidad and Tobago",2030,"0--14","Male",106.9
"SSP2","Trinidad and Tobago",2050,"0--14","Male",74.4
"SSP2","Trinidad and Tobago",2100,"0--14","Male",29.8
"SSP2","Tunisia",2015,"0--14","Male",1366.3
"SSP2","Tunisia",2020,"0--14","Male",1442.9
"SSP2","Tunisia",2030,"0--14","Male",1288.7
"SSP2","Tunisia",2050,"0--14","Male",1018.1
"SSP2","Tunisia",2100,"0--14","Male",647.7
"SSP2","Turkey",2015,"0--14","Male",10225.3
"SSP2","Turkey",2020,"0--14","Male",10011
"SSP2","Turkey",2030,"0--14","Male",9195.9
"SSP2","Turkey",2050,"0--14","Male",7780.6
"SSP2","Turkey",2100,"0--14","Male",5419.6
"SSP2","Turkmenistan",2015,"0--14","Male",858.4
"SSP2","Turkmenistan",2020,"0--14","Male",950.9
"SSP2","Turkmenistan",2030,"0--14","Male",926.5
"SSP2","Turkmenistan",2050,"0--14","Male",793
"SSP2","Turkmenistan",2100,"0--14","Male",483.7
"SSP2","Uganda",2015,"0--14","Male",9758.4
"SSP2","Uganda",2020,"0--14","Male",11153
"SSP2","Uganda",2030,"0--14","Male",13936.1
"SSP2","Uganda",2050,"0--14","Male",18130.1
"SSP2","Uganda",2100,"0--14","Male",15957.1
"SSP2","Ukraine",2015,"0--14","Male",3462.2
"SSP2","Ukraine",2020,"0--14","Male",3592.1
"SSP2","Ukraine",2030,"0--14","Male",3063.8
"SSP2","Ukraine",2050,"0--14","Male",2722.2
"SSP2","Ukraine",2100,"0--14","Male",2299.7
"SSP2","United Arab Emirates",2015,"0--14","Male",643.8
"SSP2","United Arab Emirates",2020,"0--14","Male",739.9
"SSP2","United Arab Emirates",2030,"0--14","Male",681.1
"SSP2","United Arab Emirates",2050,"0--14","Male",717
"SSP2","United Arab Emirates",2100,"0--14","Male",758.6
"SSP2","United Kingdom of Great Britain and Northern Ireland",2015,"0--14","Male",5885.4
"SSP2","United Kingdom of Great Britain and Northern Ireland",2020,"0--14","Male",6217.4
"SSP2","United Kingdom of Great Britain and Northern Ireland",2030,"0--14","Male",6237.4
"SSP2","United Kingdom of Great Britain and Northern Ireland",2050,"0--14","Male",6261.1
"SSP2","United Kingdom of Great Britain and Northern Ireland",2100,"0--14","Male",6243
"SSP2","United Republic of Tanzania",2015,"0--14","Male",12237.9
"SSP2","United Republic of Tanzania",2020,"0--14","Male",13802.3
"SSP2","United Republic of Tanzania",2030,"0--14","Male",15844.4
"SSP2","United Republic of Tanzania",2050,"0--14","Male",17986.9
"SSP2","United Republic of Tanzania",2100,"0--14","Male",14641.6
"SSP2","United States of America",2015,"0--14","Male",31422.9
"SSP2","United States of America",2020,"0--14","Male",31787.9
"SSP2","United States of America",2030,"0--14","Male",33101
"SSP2","United States of America",2050,"0--14","Male",33911.4
"SSP2","United States of America",2100,"0--14","Male",36565.8
"SSP2","United States Virgin Islands",2015,"0--14","Male",10.9
"SSP2","United States Virgin Islands",2020,"0--14","Male",10.5
"SSP2","United States Virgin Islands",2030,"0--14","Male",9.5
"SSP2","United States Virgin Islands",2050,"0--14","Male",8.1
